"excel_row","Study_ID","Author_Year","Location_ID","Measured","Order","Family","Common_name","Trophic_Level","Sampling_date","variation","m_g","se_g","n_g","m_c","se_c","n_c","Stratum","Herbivore_origin","Max_size_class","Single_size_class","Response_group","Design","Years_since_exclusion","zero_adjusted","sd_g","sd_c","yi","vi","es_id"
537,"#2026_1","Matthies et al., 2026","LOC27","Abundance","Coleoptera",NA,NA,NA,"Jun-Aug 2024","SE",46.33,6.01,3,14.33,0.33,3,"Ground & litter-dwelling","Native","Mega","Mega","Abundance","Exclosure",54,FALSE,10.409625353489,0.571576766497729,-1.17343445758848,0.0173580007685751,522
538,"#2026_1","Matthies et al., 2026","LOC27","Abundance","Araneae",NA,NA,"Predators","Jun-Aug 2024","SE",34.5,17.93,4,26.67,8.21,3,"Ground & litter-dwelling","Mixed","Large",NA,"Abundance","Exclosure",54,FALSE,35.86,14.2201371301405,-0.257419985843391,0.364861958054095,523
539,"#2026_1","Matthies et al., 2026","LOC27","Abundance","Araneae",NA,NA,"Predators","Jun-Aug 2024","SE",16,4.51,4,26.67,8.21,3,"Ground & litter-dwelling","Domestic","Large","Large","Abundance","Exclosure",54,FALSE,9.02,14.2201371301405,0.510950615954142,0.174216838938495,524
540,"#2026_1","Matthies et al., 2026","LOC27","Abundance","Araneae",NA,NA,"Predators","Jun-Aug 2024","SE",28.67,10.14,3,26.67,8.21,3,"Ground & litter-dwelling","Native","Mega","Mega","Abundance","Exclosure",54,FALSE,17.5629951887484,14.2201371301405,-0.0723119417013556,0.219852727547645,525
541,"#2026_1","Matthies et al., 2026","LOC27","Abundance","Hemiptera",NA,NA,"Herbivore","Jun-Aug 2024","SE",70.75,31.43,4,29,5.51,3,"Ground & litter-dwelling","Mixed","Large",NA,"Abundance","Exclosure",54,FALSE,62.86,9.54359994970451,-0.891856706536873,0.233449428760504,526
542,"#2026_1","Matthies et al., 2026","LOC27","Abundance","Hemiptera",NA,NA,"Herbivore","Jun-Aug 2024","SE",72.5,9.58,4,29,5.51,3,"Ground & litter-dwelling","Domestic","Large","Large","Abundance","Exclosure",54,FALSE,19.16,9.54359994970451,-0.916290731874155,0.0535604328180737,527
543,"#2026_1","Matthies et al., 2026","LOC27","Abundance","Hemiptera",NA,NA,"Herbivore","Jun-Aug 2024","SE",45.33,15.72,3,29,5.51,3,"Ground & litter-dwelling","Native","Mega","Mega","Abundance","Exclosure",54,FALSE,27.2278386949828,9.54359994970451,-0.446673234966284,0.156363446396402,528
544,"#2026_1","Matthies et al., 2026","LOC27","Abundance","Collembola",NA,NA,"Detritivores","Jun-Aug 2024","SE",85.25,70.01,4,81,37.02,3,"Ground & litter-dwelling","Mixed","Large",NA,"Abundance","Exclosure",54,FALSE,140.02,64.1205208961998,-0.0511389614911874,0.883304311587385,529
545,"#2026_1","Matthies et al., 2026","LOC27","Abundance","Collembola",NA,NA,"Detritivores","Jun-Aug 2024","SE",93,20.47,4,81,37.02,3,"Ground & litter-dwelling","Domestic","Large","Large","Abundance","Exclosure",54,FALSE,40.94,64.1205208961998,-0.138150338480817,0.257330176613581,530
546,"#2026_1","Matthies et al., 2026","LOC27","Abundance","Collembola",NA,NA,"Detritivores","Jun-Aug 2024","SE",225,89.5,3,81,37.02,3,"Ground & litter-dwelling","Native","Mega","Mega","Abundance","Exclosure",54,FALSE,155.018547277415,64.1205208961998,-1.02165124753198,0.367110013717421,531
547,"#2026_1","Matthies et al., 2026","LOC27","Abundance","Diptera",NA,NA,NA,"Jun-Aug 2024","SE",24,1.73,4,13.33,2.91,3,"Ground & litter-dwelling","Mixed","Large",NA,"Abundance","Exclosure",54,FALSE,3.46,5.04026785002543,-0.588036696157328,0.0528528949098717,532
548,"#2026_1","Matthies et al., 2026","LOC27","Abundance","Diptera",NA,NA,NA,"Jun-Aug 2024","SE",77.75,11.51,4,13.33,2.91,3,"Ground & litter-dwelling","Domestic","Large","Large","Abundance","Exclosure",54,FALSE,23.02,5.04026785002543,-1.76348141686873,0.0695723106761105,533
549,"#2026_1","Matthies et al., 2026","LOC27","Abundance","Diptera",NA,NA,NA,"Jun-Aug 2024","SE",80.67,26.3,3,13.33,2.91,3,"Ground & litter-dwelling","Native","Mega","Mega","Abundance","Exclosure",54,FALSE,45.5529362390615,5.04026785002543,-1.80034962475827,0.153945658399862,534
550,"#2026_1","Matthies et al., 2026","LOC27","Abundance","Acari",NA,NA,NA,"Jun-Aug 2024","SE",18.25,7.04,4,4.67,1.76,3,"Ground & litter-dwelling","Mixed","Large",NA,"Abundance","Exclosure",54,FALSE,14.08,3.04840942132122,-1.36300600834769,0.290839461495747,535
551,"#2026_1","Matthies et al., 2026","LOC27","Abundance","Acari",NA,NA,NA,"Jun-Aug 2024","SE",18.75,2.5,4,4.67,1.76,3,"Ground & litter-dwelling","Domestic","Large","Large","Abundance","Exclosure",54,FALSE,5,3.04840942132122,-1.39003468073561,0.159811534638509,536
552,"#2026_1","Matthies et al., 2026","LOC27","Abundance","Acari",NA,NA,NA,"Jun-Aug 2024","SE",32.67,14.68,3,4.67,1.76,3,"Ground & litter-dwelling","Native","Mega","Mega","Abundance","Exclosure",54,FALSE,25.4265058551111,3.04840942132122,-1.94529815393217,0.343941903449847,537
553,"#2026_1","Matthies et al., 2026","LOC27","Abundance","Orthoptera",NA,NA,"Herbivore","Jun-Aug 2024","SE",1.25,0.63,4,4.67,2.19,3,"Ground & litter-dwelling","Mixed","Large",NA,"Abundance","Exclosure",54,FALSE,1.26,3.79319126857584,1.3180155203666,0.473930805423474,538
554,"#2026_1","Matthies et al., 2026","LOC27","Abundance","Orthoptera",NA,NA,"Herbivore","Jun-Aug 2024","SE",27.25,9.24,4,4.67,2.19,3,"Ground & litter-dwelling","Domestic","Large","Large","Abundance","Exclosure",54,FALSE,18.48,3.79319126857584,-1.76389444942845,0.334891793892458,539
555,"#2026_1","Matthies et al., 2026","LOC27","Abundance","Orthoptera",NA,NA,"Herbivore","Jun-Aug 2024","SE",16.67,1.2,3,4.67,2.19,3,"Ground & litter-dwelling","Native","Mega","Mega","Abundance","Exclosure",54,FALSE,2.07846096908265,3.79319126857584,-1.2724516250819,0.225096732445388,540
556,"#2026_2","Qin et al., 2026","LOC33","Diversity",NA,NA,NA,"Herbivore","Early August 2024","SE",0.1216,0.0075,3,0.1545,0.0195,3,"Ground & litter-dwelling","Native","Small","Small","Diversity","Natural grazed vs ungrazed",NA,FALSE,0.0129903810567666,0.0337749907475931,0.239457126805733,0.0197340011015488,541
557,"#2026_2","Qin et al., 2026","LOC33","Diversity",NA,NA,NA,"Predators","Early August 2024","SE",0.0342,0.0214,3,0.0213,0.0142,3,"Ground & litter-dwelling","Native","Small","Small","Diversity","Natural grazed vs ungrazed",NA,FALSE,0.037065887281974,0.0245951214674781,-0.47351857135318,0.835983721486953,542
558,"#2026_2","Qin et al., 2026","LOC33","Diversity",NA,NA,NA,"Detritivores","Early August 2024","SE",0.1384,0.0114,3,0.1179,0.0488,3,"Ground & litter-dwelling","Native","Small","Small","Diversity","Natural grazed vs ungrazed",NA,FALSE,0.0197453792062852,0.0845240794093612,-0.160311235640244,0.178106372712583,543
559,"#2026_2","Qin et al., 2026","LOC33","Diversity",NA,NA,NA,"Omnivores","Early August 2024","SE",0.3101,0.0145,3,0.1927,0.0322,3,"Ground & litter-dwelling","Native","Small","Small","Diversity","Natural grazed vs ungrazed",NA,FALSE,0.0251147367097487,0.0557720360037178,-0.475760250686083,0.030108529534109,544
560,"#2026_2","Qin et al., 2026","LOC33","Richness",NA,NA,NA,"Herbivore","Early August 2024","SE",1.2208,0.22,3,1.7754,0.1115,3,"Ground & litter-dwelling","Native","Small","Small","Richness","Natural grazed vs ungrazed",NA,FALSE,0.381051177665153,0.19312366504393,0.374519368104026,0.0364197206957868,545
561,"#2026_2","Qin et al., 2026","LOC33","Richness",NA,NA,NA,"Predators","Early August 2024","SE",0.4431,0.2924,3,0.3286,0.1959,3,"Ground & litter-dwelling","Native","Small","Small","Richness","Natural grazed vs ungrazed",NA,FALSE,0.50645165613314,0.339308753202743,-0.298954272602276,0.790876340234405,546
562,"#2026_2","Qin et al., 2026","LOC33","Richness",NA,NA,NA,"Detritivores","Early August 2024","SE",1.2208,0.1085,3,1.4408,0.4853,3,"Ground & litter-dwelling","Native","Small","Small","Richness","Natural grazed vs ungrazed",NA,FALSE,0.187927512621223,0.840564256913176,0.165692133331554,0.121351237680147,547
563,"#2026_2","Qin et al., 2026","LOC33","Richness",NA,NA,NA,"Omnivores","Early August 2024","SE",2.4446,0.2894,3,1.9955,0.1959,3,"Ground & litter-dwelling","Native","Small","Small","Richness","Natural grazed vs ungrazed",NA,FALSE,0.501255503710433,0.339308753202743,-0.202986864854374,0.0236521461808178,548
564,"#1810","Greenwald et al., 2008","LOC05","Abundance","Gastropoda",NA,NA,NA,NA,"SE",6.36212796941803,6.15586367047008,3,4.53301972160426,5.9254987098288,3,"Ground & litter-dwelling","Native","Medium","Medium","Abundance","Exclosure",NA,FALSE,10.6622686417216,10.2632648256073,-0.338974585153941,2.64494434812097,549
565,"#1810","Greenwald et al., 2008","LOC05","Density",NA,NA,NA,NA,NA,"SE",3.86188524590163,0.613483793891184,3,3.36639344262295,0.692411533456128,3,"Ground & litter-dwelling","Native","Medium","Medium","Abundance","Exclosure",NA,FALSE,1.06258510063964,1.19929195569269,-0.137313493690252,0.067540936974187,550
566,"#1320","FrasconiWendt et al., 2021","LOC16","Richness","Hymenoptera","Formicidae",NA,NA,"42614","SE",2.00138985406532,0.0405550328591936,3,11.5415798007876,2.5853833447738,3,"Ground & litter-dwelling","Domestic","Large","Large","Richness","Exclosure",8,FALSE,0.0702433774147486,4.47801531019059,1.75211428328289,0.0505893033633712,551
567,"#1320","FrasconiWendt et al., 2021","LOC16","Richness","Hymenoptera","Formicidae",NA,NA,"42614","SE",2.00138985406532,0.0405550328591936,3,5.01621496409543,1.49039745757551,3,"Ground & litter-dwelling","Domestic","Large","Large","Richness","Exclosure",12,FALSE,0.0702433774147486,2.58144411999227,0.918833791850626,0.0886884925348031,552
568,"#1320","FrasconiWendt et al., 2021","LOC16","Richness","Hymenoptera","Formicidae",NA,NA,"42614","SE",2.00138985406532,0.0405550328591936,3,13.8244151030808,2.18997177439668,3,"Ground & litter-dwelling","Domestic","Large","Large","Richness","Exclosure",18,FALSE,0.0702433774147486,3.79314238039682,1.93259437307954,0.025505393180878,553
569,"#1125","Ford et al., 2013","LOC24","Richness","Coleoptera",NA,NA,"Predatory","may and september 2009","SE",10,1.36238331389565,6,13,0.583878563098137,6,"Ground & litter-dwelling","Domestic","Large","Large","Richness","Exclosure",40,FALSE,3.33714395312636,1.43020455133987,0.262364264467491,0.0205781265874198,554
570,"#1125","Ford et al., 2013","LOC24","Richness","Coleoptera",NA,NA,"Zoophagus","may and september 2009","SE",8,0.311401900319006,6,9,0.311401900319006,6,"Ground & litter-dwelling","Domestic","Large","Large","Richness","Exclosure",40,FALSE,0.762775760714596,0.762775760714596,0.117783035656383,0.00271234872892203,555
571,"#1125","Ford et al., 2013","LOC24","Richness","Coleoptera",NA,NA,"Phytophagus","may and september 2009","SE",5,0.583878563098137,6,5,0.583878563098137,6,"Ground & litter-dwelling","Domestic","Large","Large","Richness","Exclosure",40,FALSE,1.43020455133987,1.43020455133987,0,0.0272731341156436,556
572,"#1125","Ford et al., 2013","LOC24","Richness","Coleoptera",NA,NA,"Detritivore","may and september 2009","SE",3,0.311401900319006,6,7,1.08990665111652,6,"Ground & litter-dwelling","Domestic","Large","Large","Richness","Exclosure",40,FALSE,0.762775760714596,2.66971516250109,0.847297860387204,0.0350173573830486,557
573,"#1125","Ford et al., 2013","LOC24","Richness","Hemiptera",NA,NA,"Predatory","may and september 2009","SE",2,0.211754,6,1,0.311401900319006,6,"Ground & litter-dwelling","Domestic","Large","Large","Richness","Exclosure",40,FALSE,0.518689250993309,0.762775760714596,-0.693147180559945,0.108181082651288,558
574,"#1125","Ford et al., 2013","LOC24","Richness","Hemiptera",NA,NA,"Herbivore","may and september 2009","SE",4.5,0.389252375398758,6,4,0.583878563098137,6,"Ground & litter-dwelling","Domestic","Large","Large","Richness","Exclosure",40,FALSE,0.953469700893245,1.43020455133987,-0.117783035656384,0.0287894773490108,559
575,"#1125","Ford et al., 2013","LOC24","Richness","Araneae",NA,NA,"Predatory","may and september 2009","SE",17.5,0.700654275717765,6,20,0.895280463417144,6,"Ground & litter-dwelling","Domestic","Large","Large","Richness","Exclosure",40,FALSE,1.71624546160784,2.19298031205446,0.133531392624523,0.00360681014295234,560
576,"#1190","Garcia-Tejero et al., 2013","LOC15","Abundance","Coleoptera","Carabidiae",NA,"Predator","1 Jun-20 Oct 2007","SE",360.112359550561,122.946683183396,3,149.999999999999,73.768009910037,3,"Ground & litter-dwelling","Domestic","Medium","Medium","Abundance","Natural grazed vs ungrazed",20,FALSE,212.949901895717,127.769941137428,-0.875780798520423,0.358416348568545,561
577,"#1190","Garcia-Tejero et al., 2013","LOC15","Abundance","Coleoptera","Stapylindae",NA,"Predator","1 Jun-20 Oct 2007","SE",104.710144927536,66.6050292376132,3,79.8309178743961,5.28611343155663,3,"Ground & litter-dwelling","Domestic","Medium","Medium","Abundance","Natural grazed vs ungrazed",20,FALSE,115.363294679157,9.15581703802836,-0.271285136928853,0.408994526286431,562
578,"#1190","Garcia-Tejero et al., 2013","LOC15","Diversity","Coleoptera","Carabidiae",NA,"Predator","1 Jun-20 Oct 2007","SE",8.3311855670103,0.733243878573134,3,5.69587628865978,1.35368100659656,3,"Ground & litter-dwelling","Domestic","Medium","Medium","Diversity","Natural grazed vs ungrazed",20,FALSE,1.27001565202753,2.34464428066623,-0.380263316134215,0.0642282992947265,563
579,"#1190","Garcia-Tejero et al., 2013","LOC15","Diversity","Coleoptera","Stapylindae",NA,"Predator","1 Jun-20 Oct 2007","SE",7.72551546391752,0.62043712802343,3,13.8981958762886,1.97411813461999,3,"Ground & litter-dwelling","Domestic","Medium","Medium","Diversity","Natural grazed vs ungrazed",20,FALSE,1.0746286286387,3.41927290930491,0.58723049136164,0.0266254540408368,564
580,"#1866","Massad et al., 2024","LOC30","Abundance","Orthoptera","Gryllidae","Crickets","Omnivore","April to November 2021","SE",0.208423667570008,0.100742294453338,9,0.288617886178861,0.165928484981969,9,"Ground & litter-dwelling","Native","Mega","Mega","Abundance","Exclosure",1,FALSE,0.302226883360015,0.497785454945907,0.32553074866595,0.564148763094699,565
581,"#1866","Massad et al., 2024","LOC30","Abundance","Orthoptera","Gryllidae","Crickets","Omnivore","April to November 2021","SE",0.149414715719063,0.0872729922085049,9,0.176820884429579,0.0970241645223042,9,"Ground & litter-dwelling","Native","Mega","Mega","Abundance","Exclosure",1,FALSE,0.261818976625515,0.291072493566913,0.168411501192135,0.642259176708896,566
582,"#2025_2","Ma et al., 2025","LOC38","<U+00A0>Shannon<U+2013>Wiener diversity index","Nematoda",NA,NA,NA,"2020","SE",2.80975918884664,0.0931963907203074,3,2.85082382762991,0.157546279551003,3,"Below-ground","Domestic","Medium","Medium","Diversity","Exclosure",3,FALSE,0.161420883809613,0.272878160725787,0.0145092330823451,0.0041542162618387,567
583,"#2025_2","Ma et al., 2025","LOC38","Trophic diversity","Nematoda",NA,NA,NA,"2020","SE",2.62420785804816,0.135356662712834,3,2.85082382762991,0.157546279551003,3,"Below-ground","Domestic","Large","Large","Diversity","Exclosure",3,FALSE,0.234444616961592,0.272878160725787,0.0828289326966321,0.00571454302571706,568
584,"#2025_2","Ma et al., 2025","LOC38","<U+00A0>Shannon<U+2013>Wiener diversity index","Nematoda",NA,NA,NA,"2020","SE",2.27342519685039,0.108560953166823,3,2.83248031496063,0.44975252026254,3,"Below-ground","Domestic","Medium","Medium","Diversity","Exclosure",3,FALSE,0.188033086603042,0.778994215926869,0.219865172648332,0.0274926231765533,569
585,"#2025_2","Ma et al., 2025","LOC38","Trophic diversity","Nematoda",NA,NA,NA,"2020","SE",2.60374015748031,0.174042163013476,3,2.83248031496063,0.44975252026254,3,"Below-ground","Domestic","Large","Large","Diversity","Exclosure",3,FALSE,0.301449868998525,0.778994215926869,0.0842038307373708,0.0296803599520962,570
586,"#1209","Ma et al., 2024","LOC38","Abundance","Nematoda",NA,NA,"Herbivores","2020","SE",107.462686567164,43.7690192132885,3,74.8134328358208,19.9247027761987,3,"Below-ground","Domestic","Medium","Medium","Abundance","Exclosure",3,FALSE,75.810165074874,34.5105975340849,-0.362146233389319,0.23681836391547,571
587,"#1209","Ma et al., 2024","LOC38","Abundance","Nematoda",NA,NA,"Herbivores","2020","SE",119.029850746268,37.2363297784696,3,74.8134328358208,19.9247027761987,3,"Below-ground","Domestic","Large","Large","Abundance","Exclosure",3,FALSE,64.4952150636993,34.5105975340849,-0.46437685603822,0.168792887932782,572
588,"#1209","Ma et al., 2024","LOC38","Abundance","Nematoda",NA,NA,"Detritivores -bacterivores","2020","SE",300.977488151658,67.6760308925853,3,328.880331753554,83.2337391437541,3,"Below-ground","Domestic","Medium","Medium","Abundance","Exclosure",3,FALSE,117.218323960559,144.165065100916,0.0886584795683853,0.114609950341841,573
589,"#1209","Ma et al., 2024","LOC38","Abundance","Nematoda",NA,NA,"Detritivores -bacterivores","2020","SE",446.800947867298,130.68474930982,3,328.880331753554,83.2337391437541,3,"Below-ground","Domestic","Large","Large","Abundance","Exclosure",3,FALSE,226.352625579011,144.165065100916,-0.306419237323981,0.149600892728131,574
590,"#1209","Ma et al., 2024","LOC38","Abundance","Nematoda",NA,NA,"Detritivores - Fungivores","2020","SE",100.982142857143,21.1029199778353,3,161.473214285714,34.780738481989,3,"Below-ground","Domestic","Medium","Medium","Abundance","Exclosure",3,FALSE,36.551329589671,60.242006175571,0.469395575276034,0.0900668627855836,575
591,"#1209","Ma et al., 2024","LOC38","Abundance","Nematoda",NA,NA,"Detritivores - Fungivores","2020","SE",87.1874999999996,37.9070969972229,3,161.473214285714,34.780738481989,3,"Below-ground","Domestic","Large","Large","Abundance","Exclosure",3,FALSE,65.6570179666317,60.242006175571,0.616278301075422,0.235426394359475,576
592,"#1209","Ma et al., 2024","LOC38","Abundance","Nematoda",NA,NA,"Predators","2020","SE",39.5598591549295,26.3538812868747,3,76.2411971830986,9.01580149287822,3,"Below-ground","Domestic","Medium","Medium","Abundance","Exclosure",3,FALSE,45.6462613655057,15.6158262566204,0.656087015585772,0.457776163823857,577
593,"#1209","Ma et al., 2024","LOC38","Abundance","Nematoda",NA,NA,"Predators","2020","SE",48.0633802816901,8.78462709562493,3,76.2411971830986,9.01580149287822,3,"Below-ground","Domestic","Large","Large","Abundance","Exclosure",3,FALSE,15.2154204551686,15.6158262566204,0.461381399592095,0.0473894356123549,578
